Group,Question,Chi-Square,Chi p-value,JS Divergence,Spearman Correlation,Spearman p-value
Christian_Catholic,F3A14_1,1.312528,0.999410,16.102633,0.780960,0.000000
Christian_Catholic,F3A15_1,3.242302,0.975133,16.629193,0.780960,0.000000
Christian_Catholic,F3A16_1,1.331821,0.999371,16.048864,0.780960,0.000000
Christian_Catholic,F3A17_1,2.059308,0.995865,16.019086,0.780960,0.000000
Christian_Catholic,F3A18_1,1.056109,0.999779,15.685343,0.780960,0.000000
Christian_Catholic,F3A19_1,1.722611,0.998058,16.104534,0.780960,0.000000
Christian_Catholic,F3A1_1,2.417338,0.992026,16.413205,0.780960,0.000000
Christian_Catholic,F3A20_1,1.157734,0.999664,16.327822,0.780960,0.000000
Christian_Catholic,F3A21_1,1.430512,0.999136,15.827989,0.780960,0.000000
Christian_Catholic,F3A22_1,1.757392,0.997884,16.251166,0.780960,0.000000
Christian_Catholic,F3A23_1,1.090879,0.999744,15.817559,0.780960,0.000000
Christian_Catholic,F3A24_1,0.840759,0.999923,15.830511,0.780960,0.000000
Christian_Catholic,F3A25_1,2.105085,0.995469,16.268867,0.780960,0.000000
Christian_Catholic,F3A26_1,2.252841,0.994009,16.738438,0.780960,0.000000
Christian_Catholic,F3A27_1,2.347280,0.992919,16.444469,0.780960,0.000000
Christian_Catholic,F3A28_1,1.266473,0.999497,15.884439,0.780960,0.000000
Christian_Catholic,F3A29_1,0.944200,0.999868,15.504905,0.780960,0.000000
Christian_Catholic,F3A2_1,1.285266,0.999463,16.268324,0.780960,0.000000
Christian_Catholic,F3A30_1,2.377491,0.992543,16.335349,0.780960,0.000000
Christian_Catholic,F3A31_1,1.826232,0.997507,15.987839,0.780960,0.000000
Christian_Catholic,F3A32_1,1.132242,0.999697,16.047230,0.780960,0.000000
Christian_Catholic,F3A33_1,1.490711,0.998964,16.245728,0.780960,0.000000
Christian_Catholic,F3A34_1,1.895070,0.997083,16.642725,0.780960,0.000000
Christian_Catholic,F3A35_1,0.863303,0.999913,16.188721,0.780960,0.000000
Christian_Catholic,F3A36_1,0.738608,0.999958,15.804657,0.780960,0.000000
Christian_Catholic,F3A3_1,0.692994,0.999969,15.871305,0.780960,0.000000
Christian_Catholic,F3A4_1,0.660128,0.999975,16.031068,0.780960,0.000000
Christian_Catholic,F3A5_1,3.757360,0.957630,16.809721,0.780960,0.000000
Christian_Catholic,F3A6_1,6.027282,0.812966,17.186925,0.780960,0.000000
Christian_Catholic,F3A7_1,0.687434,0.999970,15.920411,0.780960,0.000000
Christian_Catholic,F3A8_1,0.903573,0.999892,15.952670,0.780960,0.000000
Christian_Catholic,F3A9_1,0.980432,0.999843,16.007975,0.780960,0.000000
Christian_Catholic,F3B1,5.456486,0.858676,16.715351,0.780960,0.000000
Christian_Catholic,F3B2,3.534653,0.965909,16.966712,0.780960,0.000000
Christian_Catholic,F3B3,2.211453,0.994448,8.318489,0.780960,0.000000
Christian_Catholic,F3B_Deutschland,0.724064,0.999962,14.849716,0.780960,0.000000
Christian_Catholic,F3B_Hamas,1.309684,0.999416,16.357577,0.780960,0.000000
Christian_Catholic,F3B_Iran,2.528505,0.990454,16.800134,0.780960,0.000000
Christian_Catholic,F3B_Israel,1.076388,0.999759,13.790997,0.780960,0.000000
Christian_Catholic,F3B_Katar,0.687588,0.999970,15.590834,0.780960,0.000000
Christian_Catholic,F3B_UN,0.598735,0.999984,14.583669,0.780960,0.000000
Christian_Catholic,F3B_USA,0.790691,0.999942,14.908412,0.780960,0.000000
Christian_Catholic,F3_CHINA,1.415536,0.999175,16.012637,0.780960,0.000000
Christian_Catholic,F3_Deutschland,1.005818,0.999823,15.823084,0.780960,0.000000
Christian_Catholic,F3_EU,0.577589,0.999987,15.653139,0.780960,0.000000
Christian_Catholic,F3_NATO,1.728317,0.998030,15.988844,0.780960,0.000000
Christian_Catholic,F3_Russland,0.796244,0.999940,15.607794,0.780960,0.000000
Christian_Catholic,F3_USA,1.003414,0.999825,15.782620,0.780960,0.000000
Christian_Catholic,F3_Ukraine,1.300715,0.999434,15.917094,0.780960,0.000000
Christian_Catholic,F5A10_1,2.463976,0.991390,16.547310,0.780960,0.000000
Christian_Catholic,F5A11_1,0.562202,0.999988,15.690969,0.780960,0.000000
Christian_Catholic,F5A12_1,0.552057,0.999989,15.900691,0.780960,0.000000
Christian_Catholic,F5A13_1,2.455807,0.991504,16.784728,0.780960,0.000000
Christian_Catholic,F5A14_1,0.890573,0.999899,16.089411,0.780960,0.000000
Christian_Catholic,F5A15_1,1.516879,0.998882,16.052305,0.780960,0.000000
Christian_Catholic,F5A16_1,0.759263,0.999952,15.916181,0.780960,0.000000
Christian_Catholic,F5A1_1,6.116402,0.805391,17.192156,0.780960,0.000000
Christian_Catholic,F5A2_1,0.878904,0.999905,16.096243,0.780960,0.000000
Christian_Catholic,F5A3_1,1.054289,0.999781,16.206206,0.780960,0.000000
Christian_Catholic,F5A4_1,1.170253,0.999648,14.974406,0.780960,0.000000
Christian_Catholic,F5A5_1,3.056092,0.980073,16.896831,0.780960,0.000000
Christian_Catholic,F5A6_1,2.482651,0.991126,16.790484,0.780960,0.000000
Christian_Catholic,F5A7_1,1.372769,0.999280,16.101398,0.780960,0.000000
Christian_Catholic,F5A8_1,2.584755,0.989582,16.811666,0.780960,0.000000
Christian_Catholic,F5A9_1,3.344315,0.972122,16.940593,0.780960,0.000000
Christian_Catholic,F5aA1_1,1.885234,0.997146,15.816822,0.780960,0.000000
Christian_Catholic,F5aA2_1,1.359342,0.999311,15.793903,0.780960,0.000000
Christian_Catholic,F5aA3_1,1.868163,0.997254,15.552120,0.780960,0.000000
Christian_Catholic,F5bA1_1,1.399856,0.999215,16.220658,0.780960,0.000000
Christian_Catholic,F5bA2_1,4.831795,0.902127,16.219591,0.780960,0.000000
Christian_Catholic,F5bA3_1,1.326253,0.999382,16.055745,0.780960,0.000000
Christian_Catholic,F5bA4_1,4.392258,0.927922,16.744672,0.780960,0.000000
Christian_Catholic,F5bA5_1,1.982047,0.996476,15.849661,0.780960,0.000000
Christian_Catholic,F5bA6_1,3.485943,0.967574,16.780810,0.780960,0.000000
Christian_Catholic,F5cA1_1,1.301543,0.999432,15.964861,0.780960,0.000000
Christian_Catholic,F5cA2_1,2.811629,0.985516,16.263348,0.780960,0.000000
Christian_Catholic,F6a_DemPartyA1,2.748695,0.986735,16.687069,0.780960,0.000000
Christian_Catholic,F6a_RepPartyA1,4.804289,0.903862,16.898487,0.780960,0.000000
Christian_Catholic,F6mA1_1,1.179781,0.999635,15.992027,0.780960,0.000000
Christian_Catholic,F7d,0.026566,1.000000,15.226243,0.780960,0.000000
Christian_Catholic,F7e,0.229142,1.000000,13.234270,0.780960,0.000000
Christian_Catholic,F7f,0.725673,0.999961,12.963635,0.780960,0.000000
Christian_Catholic,F7g,1.351147,0.999329,16.295759,0.780960,0.000000
Christian_Catholic,F7h,1.219159,0.999576,15.677407,0.780960,0.000000
Christian_Catholic,F7lA1,0.000000,1.000000,15.214275,0.780960,0.000000
Christian_Catholic,F7n,1.761906,0.997861,15.964517,0.780960,0.000000
Christian_Catholic,einkommen,1.310309,0.999415,15.781935,0.780960,0.000000
Christian_Protestant,F1A10_1,1.032252,0.999801,16.004382,0.774944,0.000000
Christian_Protestant,F1A11_1,1.440143,0.999110,16.002407,0.774944,0.000000
Christian_Protestant,F1A12_1,0.751689,0.999954,15.987669,0.774944,0.000000
Christian_Protestant,F1A13_1,1.481389,0.998992,15.955997,0.774944,0.000000
Christian_Protestant,F1A14_1,0.386506,0.999998,15.658688,0.774944,0.000000
Christian_Protestant,F1A15_1,0.950932,0.999863,15.885010,0.774944,0.000000
Christian_Protestant,F1A16_1,0.754496,0.999953,15.847652,0.774944,0.000000
Christian_Protestant,F1A17_1,1.028220,0.999804,16.149491,0.774944,0.000000
Christian_Protestant,F1A19_1,0.710435,0.999965,16.018729,0.774944,0.000000
Christian_Protestant,F1A1_1,0.771552,0.999948,15.981548,0.774944,0.000000
Christian_Protestant,F1A2_1,3.857393,0.953551,16.270622,0.774944,0.000000
Christian_Protestant,F1A3_1,1.245014,0.999534,15.651268,0.774944,0.000000
Christian_Protestant,F1A4_1,1.449938,0.999083,15.864260,0.774944,0.000000
Christian_Protestant,F1A5_1,3.418222,0.969802,16.228566,0.774944,0.000000
Christian_Protestant,F1A6_1,0.994856,0.999832,16.013598,0.774944,0.000000
Christian_Protestant,F1A7_1,0.504355,0.999993,15.516752,0.774944,0.000000
Christian_Protestant,F1A8_1,1.190397,0.999620,16.008540,0.774944,0.000000
Christian_Protestant,F1A9_1,1.196337,0.999611,15.988158,0.774944,0.000000
Christian_Protestant,F2A1,3.475179,0.967934,16.307645,0.774944,0.000000
Christian_Protestant,F2A10,0.405614,0.999998,15.317275,0.774944,0.000000
Christian_Protestant,F2A11,1.255380,0.999517,16.315244,0.774944,0.000000
Christian_Protestant,F2A12,1.338343,0.999357,16.441557,0.774944,0.000000
Christian_Protestant,F2A14,1.446396,0.999093,15.879081,0.774944,0.000000
Christian_Protestant,F2A2,2.656102,0.988400,16.206167,0.774944,0.000000
Christian_Protestant,F2A3,2.224400,0.994313,16.518928,0.774944,0.000000
Christian_Protestant,F2A4,1.910052,0.996984,16.323167,0.774944,0.000000
Christian_Protestant,F2A5,0.953263,0.999862,16.107799,0.774944,0.000000
Christian_Protestant,F2A6,1.376208,0.999272,16.223150,0.774944,0.000000
Christian_Protestant,F2A7,2.519970,0.990582,16.725558,0.774944,0.000000
Christian_Protestant,F2A8,2.703159,0.987573,16.420656,0.774944,0.000000
Christian_Protestant,F2A9,1.177541,0.999638,16.156391,0.774944,0.000000
Christian_Protestant,F3A10_1,2.537953,0.990311,16.232434,0.774944,0.000000
Christian_Protestant,F3A11_1,1.697865,0.998175,16.118074,0.774944,0.000000
Christian_Protestant,F3A12_1,2.142071,0.995131,16.388490,0.774944,0.000000
Christian_Protestant,F3A13_1,2.153529,0.995022,16.438102,0.774944,0.000000
Christian_Protestant,F3A14_1,0.969738,0.999851,15.974466,0.774944,0.000000
Christian_Protestant,F3A15_1,1.881876,0.997168,16.060739,0.774944,0.000000
Christian_Protestant,F3A16_1,1.356142,0.999318,16.142748,0.774944,0.000000
Christian_Protestant,F3A17_1,2.184298,0.994722,16.456637,0.774944,0.000000
Christian_Protestant,F3A18_1,1.653871,0.998371,16.292238,0.774944,0.000000
Christian_Protestant,F3A19_1,2.224105,0.994316,16.457033,0.774944,0.000000
Christian_Protestant,F3A1_1,2.550359,0.990121,16.774914,0.774944,0.000000
Christian_Protestant,F3A20_1,0.583419,0.999986,15.916186,0.774944,0.000000
Christian_Protestant,F3A21_1,1.390521,0.999238,16.035807,0.774944,0.000000
Christian_Protestant,F3A22_1,2.161466,0.994946,16.273884,0.774944,0.000000
Christian_Protestant,F3A23_1,2.032556,0.996084,16.528466,0.774944,0.000000
Christian_Protestant,F3A24_1,2.252291,0.994015,16.332377,0.774944,0.000000
Christian_Protestant,F3A25_1,1.586805,0.998639,16.362440,0.774944,0.000000
Christian_Protestant,F3A26_1,2.142857,0.995123,16.711110,0.774944,0.000000
Christian_Protestant,F3A27_1,1.932520,0.996832,16.357636,0.774944,0.000000
Christian_Protestant,F3A28_1,1.099665,0.999734,16.054649,0.774944,0.000000
Christian_Protestant,F3A29_1,0.741764,0.999957,16.102780,0.774944,0.000000
Christian_Protestant,F3A2_1,2.033275,0.996079,16.360461,0.774944,0.000000
Christian_Protestant,F3A30_1,4.400738,0.927464,16.434748,0.774944,0.000000
Christian_Protestant,F3A31_1,5.109471,0.883746,16.669232,0.774944,0.000000
Christian_Protestant,F3A32_1,1.323547,0.999388,15.972743,0.774944,0.000000
Christian_Protestant,F3A33_1,0.949878,0.999864,16.111410,0.774944,0.000000
Christian_Protestant,F3A34_1,1.188255,0.999623,16.183963,0.774944,0.000000
Christian_Protestant,F3A35_1,0.779258,0.999946,16.131402,0.774944,0.000000
Christian_Protestant,F3A36_1,0.676938,0.999972,15.762223,0.774944,0.000000
Christian_Protestant,F3A3_1,1.636922,0.998442,16.224145,0.774944,0.000000
Christian_Protestant,F3A4_1,0.589301,0.999986,15.970863,0.774944,0.000000
Christian_Protestant,F3A5_1,2.850998,0.984716,16.819474,0.774944,0.000000
Christian_Protestant,F3A6_1,4.805369,0.903794,16.879303,0.774944,0.000000
Christian_Protestant,F3A7_1,1.720174,0.998070,16.120312,0.774944,0.000000
Christian_Protestant,F3A8_1,1.424527,0.999152,16.333095,0.774944,0.000000
Christian_Protestant,F3A9_1,1.434481,0.999125,16.098775,0.774944,0.000000
Christian_Protestant,F3B1,6.257692,0.793168,16.867069,0.774944,0.000000
Christian_Protestant,F3B2,3.452381,0.968691,16.955671,0.774944,0.000000
Christian_Protestant,F3B3,3.866111,0.953185,13.975202,0.774944,0.000000
Christian_Protestant,F3B_Deutschland,0.954821,0.999861,15.723713,0.774944,0.000000
Christian_Protestant,F3B_Hamas,0.952868,0.999862,15.914409,0.774944,0.000000
Christian_Protestant,F3B_Iran,0.721085,0.999962,15.935496,0.774944,0.000000
Christian_Protestant,F3B_Israel,1.204177,0.999599,16.263496,0.774944,0.000000
Christian_Protestant,F3B_Katar,1.463714,0.999044,15.785634,0.774944,0.000000
Christian_Protestant,F3B_UN,0.546380,0.999990,15.763761,0.774944,0.000000
Christian_Protestant,F3B_USA,0.973465,0.999848,16.087793,0.774944,0.000000
Christian_Protestant,F3_CHINA,1.144228,0.999682,16.147504,0.774944,0.000000
Christian_Protestant,F3_Deutschland,0.824164,0.999930,15.783872,0.774944,0.000000
Christian_Protestant,F3_EU,0.543355,0.999990,15.644093,0.774944,0.000000
Christian_Protestant,F3_NATO,1.198884,0.999607,16.088451,0.774944,0.000000
Christian_Protestant,F3_Russland,2.814781,0.985453,15.889878,0.774944,0.000000
Christian_Protestant,F3_USA,0.896242,0.999896,16.050682,0.774944,0.000000
Christian_Protestant,F3_Ukraine,0.991809,0.999834,16.137968,0.774944,0.000000
Christian_Protestant,F5A10_1,1.479901,0.998997,16.474946,0.774944,0.000000
Christian_Protestant,F5A11_1,2.005522,0.996298,16.300132,0.774944,0.000000
Christian_Protestant,F5A12_1,0.533829,0.999991,15.913979,0.774944,0.000000
Christian_Protestant,F5A13_1,1.297772,0.999439,16.333935,0.774944,0.000000
Christian_Protestant,F5A14_1,1.626187,0.998486,16.187500,0.774944,0.000000
Christian_Protestant,F5A15_1,0.585948,0.999986,15.913963,0.774944,0.000000
Christian_Protestant,F5A16_1,2.045960,0.995976,16.685563,0.774944,0.000000
Christian_Protestant,F5A1_1,1.770027,0.997818,16.479477,0.774944,0.000000
Christian_Protestant,F5A2_1,1.464384,0.999042,16.494834,0.774944,0.000000
Christian_Protestant,F5A3_1,1.626644,0.998484,16.326920,0.774944,0.000000
Christian_Protestant,F5A4_1,0.807194,0.999936,16.013071,0.774944,0.000000
Christian_Protestant,F5A5_1,3.314966,0.973011,16.936380,0.774944,0.000000
Christian_Protestant,F5A6_1,2.291286,0.993581,16.311571,0.774944,0.000000
Christian_Protestant,F5A7_1,0.567656,0.999988,15.871777,0.774944,0.000000
Christian_Protestant,F5A8_1,1.131844,0.999697,16.134683,0.774944,0.000000
Christian_Protestant,F5A9_1,3.356637,0.971743,16.455301,0.774944,0.000000
Christian_Protestant,F5aA1_1,2.783236,0.986075,16.396823,0.774944,0.000000
Christian_Protestant,F5aA2_1,1.959641,0.996640,16.245164,0.774944,0.000000
Christian_Protestant,F5aA3_1,3.150263,0.977663,16.524610,0.774944,0.000000
Christian_Protestant,F5bA1_1,1.233332,0.999554,16.065190,0.774944,0.000000
Christian_Protestant,F5bA2_1,2.417084,0.992030,16.269819,0.774944,0.000000
Christian_Protestant,F5bA3_1,1.038011,0.999796,16.046432,0.774944,0.000000
Christian_Protestant,F5bA4_1,7.300715,0.696783,17.021167,0.774944,0.000000
Christian_Protestant,F5bA5_1,1.744885,0.997948,16.262779,0.774944,0.000000
Christian_Protestant,F5bA6_1,2.430334,0.991852,16.437372,0.774944,0.000000
Christian_Protestant,F5cA1_1,1.829307,0.997489,16.043866,0.774944,0.000000
Christian_Protestant,F5cA2_1,2.242742,0.994118,16.406767,0.774944,0.000000
Christian_Protestant,F6a_DemPartyA1,3.856142,0.953603,16.834322,0.774944,0.000000
Christian_Protestant,F6a_RepPartyA1,5.007189,0.890697,16.893888,0.774944,0.000000
Christian_Protestant,F6mA1_1,1.711903,0.998109,16.059308,0.774944,0.000000
Christian_Protestant,F7d,0.034942,1.000000,15.231067,0.774944,0.000000
Christian_Protestant,F7e,0.195203,1.000000,14.237455,0.774944,0.000000
Christian_Protestant,F7f,0.495450,0.999994,12.265476,0.774944,0.000000
Christian_Protestant,F7g,1.410596,0.999188,16.260414,0.774944,0.000000
Christian_Protestant,F7h,1.293538,0.999447,16.355303,0.774944,0.000000
Christian_Protestant,F7lA1,0.000000,1.000000,15.214275,0.774944,0.000000
Christian_Protestant,F7mA1,907118169.681257,0.000000,15.802625,0.774944,0.000000
Christian_Protestant,F7n,3.122750,0.978386,16.479655,0.774944,0.000000
Christian_Protestant,einkommen,2.206061,0.994503,16.191513,0.774944,0.000000
Jewish,F1A10_1,1.214098,0.999584,15.881570,0.729383,0.000000
Jewish,F1A11_1,1.403990,0.999205,16.280998,0.729383,0.000000
Jewish,F1A12_1,0.629514,0.999980,15.886791,0.729383,0.000000
Jewish,F1A13_1,0.895050,0.999897,15.655229,0.729383,0.000000
Jewish,F1A14_1,1.376032,0.999272,15.715309,0.729383,0.000000
Jewish,F1A15_1,0.463889,0.999995,15.768200,0.729383,0.000000
Jewish,F1A16_1,0.628068,0.999980,15.844143,0.729383,0.000000
Jewish,F1A17_1,0.887282,0.999901,15.907573,0.729383,0.000000
Jewish,F1A19_1,1.612356,0.998541,15.977769,0.729383,0.000000
Jewish,F1A1_1,0.587338,0.999986,15.585693,0.729383,0.000000
Jewish,F1A2_1,1.034930,0.999799,15.428385,0.729383,0.000000
Jewish,F1A3_1,0.759431,0.999952,15.889772,0.729383,0.000000
Jewish,F1A4_1,1.180266,0.999634,15.817237,0.729383,0.000000
Jewish,F1A5_1,0.794916,0.999941,15.761361,0.729383,0.000000
Jewish,F1A6_1,0.699511,0.999967,15.773807,0.729383,0.000000
Jewish,F1A7_1,1.046920,0.999788,15.973378,0.729383,0.000000
Jewish,F1A8_1,0.691955,0.999969,15.525642,0.729383,0.000000
Jewish,F1A9_1,0.710521,0.999965,15.724293,0.729383,0.000000
Jewish,F2A1,1.103729,0.999730,15.820242,0.729383,0.000000
Jewish,F2A10,0.372351,0.999998,15.403357,0.729383,0.000000
Jewish,F2A11,1.382717,0.999257,15.930005,0.729383,0.000000
Jewish,F2A12,0.427983,0.999997,15.661791,0.729383,0.000000
Jewish,F2A14,0.875394,0.999907,15.671890,0.729383,0.000000
Jewish,F2A2,1.189548,0.999621,15.803362,0.729383,0.000000
Jewish,F2A3,1.969480,0.996569,16.334205,0.729383,0.000000
Jewish,F2A4,0.689388,0.999970,15.691714,0.729383,0.000000
Jewish,F2A5,0.602304,0.999984,15.645592,0.729383,0.000000
Jewish,F2A6,0.629859,0.999980,15.734636,0.729383,0.000000
Jewish,F2A7,1.143356,0.999683,15.935381,0.729383,0.000000
Jewish,F2A8,0.867929,0.999910,15.933344,0.729383,0.000000
Jewish,F2A9,0.708346,0.999965,15.641773,0.729383,0.000000
Jewish,F3A10_1,1.058129,0.999777,15.920129,0.729383,0.000000
Jewish,F3A11_1,1.689202,0.998215,16.376122,0.729383,0.000000
Jewish,F3A12_1,1.456754,0.999064,16.463840,0.729383,0.000000
Jewish,F3A13_1,0.692671,0.999969,15.721777,0.729383,0.000000
Jewish,F3A14_1,0.801093,0.999938,15.536649,0.729383,0.000000
Jewish,F3A15_1,1.490525,0.998965,16.201254,0.729383,0.000000
Jewish,F3A16_1,2.467907,0.991335,16.299809,0.729383,0.000000
Jewish,F3A17_1,0.708730,0.999965,15.856838,0.729383,0.000000
Jewish,F3A18_1,0.616844,0.999982,15.629352,0.729383,0.000000
Jewish,F3A19_1,1.278278,0.999476,15.901650,0.729383,0.000000
Jewish,F3A1_1,2.984005,0.981798,16.101864,0.729383,0.000000
Jewish,F3A20_1,1.427907,0.999143,15.649732,0.729383,0.000000
Jewish,F3A21_1,0.660276,0.999975,15.570801,0.729383,0.000000
Jewish,F3A22_1,0.701936,0.999967,15.582299,0.729383,0.000000
Jewish,F3A23_1,7.088507,0.717064,17.048806,0.729383,0.000000
Jewish,F3A24_1,5.459155,0.858475,17.150489,0.729383,0.000000
Jewish,F3A25_1,2.170159,0.994862,16.094662,0.729383,0.000000
Jewish,F3A26_1,2.939863,0.982804,16.877547,0.729383,0.000000
Jewish,F3A27_1,5.180593,0.878792,17.130398,0.729383,0.000000
Jewish,F3A28_1,1.582865,0.998653,15.984889,0.729383,0.000000
Jewish,F3A29_1,3.461089,0.968403,16.956857,0.729383,0.000000
Jewish,F3A2_1,0.733488,0.999959,15.855771,0.729383,0.000000
Jewish,F3A30_1,3.489315,0.967460,16.691057,0.729383,0.000000
Jewish,F3A31_1,2.264443,0.993882,15.993127,0.729383,0.000000
Jewish,F3A32_1,1.283786,0.999466,15.882753,0.729383,0.000000
Jewish,F3A33_1,1.032569,0.999801,16.196555,0.729383,0.000000
Jewish,F3A34_1,1.792935,0.997695,16.611375,0.729383,0.000000
Jewish,F3A35_1,1.089739,0.999745,16.072638,0.729383,0.000000
Jewish,F3A36_1,1.162336,0.999658,15.869312,0.729383,0.000000
Jewish,F3A3_1,1.501690,0.998930,16.171939,0.729383,0.000000
Jewish,F3A4_1,1.838441,0.997435,16.282895,0.729383,0.000000
Jewish,F3A5_1,1.857088,0.997323,16.263479,0.729383,0.000000
Jewish,F3A6_1,7.062874,0.719496,17.241132,0.729383,0.000000
Jewish,F3A7_1,4000000.284345,0.000000,15.584058,0.729383,0.000000
Jewish,F3A8_1,0.560391,0.999989,15.653944,0.729383,0.000000
Jewish,F3A9_1,1.321102,0.999393,15.987891,0.729383,0.000000
Jewish,F3B1,2.198447,0.994580,16.057588,0.729383,0.000000
Jewish,F3B2,16000003.746351,0.000000,16.726166,0.729383,0.000000
Jewish,F3B3,2.375562,0.992568,3.255618,0.729383,0.000000
Jewish,F3B_Deutschland,0.967800,0.999852,15.753393,0.729383,0.000000
Jewish,F3B_Hamas,2.332849,0.993094,16.757293,0.729383,0.000000
Jewish,F3B_Iran,4.849490,0.901003,17.104256,0.729383,0.000000
Jewish,F3B_Israel,2.184084,0.994725,15.748453,0.729383,0.000000
Jewish,F3B_Katar,2.111800,0.995409,16.115719,0.729383,0.000000
Jewish,F3B_UN,1.127024,0.999703,15.784835,0.729383,0.000000
Jewish,F3B_USA,1.043060,0.999791,15.909084,0.729383,0.000000
Jewish,F3_CHINA,1.175527,0.999641,16.197376,0.729383,0.000000
Jewish,F3_Deutschland,0.918807,0.999883,15.922005,0.729383,0.000000
Jewish,F3_EU,0.645173,0.999978,15.644638,0.729383,0.000000
Jewish,F3_NATO,2.057096,0.995884,16.141626,0.729383,0.000000
Jewish,F3_Russland,0.869798,0.999910,16.118932,0.729383,0.000000
Jewish,F3_USA,1.042698,0.999792,16.173961,0.729383,0.000000
Jewish,F3_Ukraine,1.036280,0.999797,16.124909,0.729383,0.000000
Jewish,F5A10_1,3.339375,0.972273,16.537170,0.729383,0.000000
Jewish,F5A11_1,1.155051,0.999668,16.168135,0.729383,0.000000
Jewish,F5A12_1,0.666171,0.999974,16.041186,0.729383,0.000000
Jewish,F5A13_1,1.149737,0.999675,16.222726,0.729383,0.000000
Jewish,F5A14_1,1.040194,0.999794,16.145864,0.729383,0.000000
Jewish,F5A15_1,0.715377,0.999964,15.657004,0.729383,0.000000
Jewish,F5A16_1,1.585257,0.998644,16.297359,0.729383,0.000000
Jewish,F5A1_1,0.773364,0.999948,16.086523,0.729383,0.000000
Jewish,F5A2_1,1.180719,0.999633,15.875983,0.729383,0.000000
Jewish,F5A3_1,0.923868,0.999880,16.226902,0.729383,0.000000
Jewish,F5A4_1,1.395589,0.999225,16.152969,0.729383,0.000000
Jewish,F5A5_1,2.960110,0.982347,16.294568,0.729383,0.000000
Jewish,F5A6_1,2.033294,0.996079,16.138165,0.729383,0.000000
Jewish,F5A7_1,1.112396,0.999720,16.059328,0.729383,0.000000
Jewish,F5A8_1,1.202378,0.999602,16.302230,0.729383,0.000000
Jewish,F5A9_1,2.720746,0.987254,16.386825,0.729383,0.000000
Jewish,F5aA1_1,1.439052,0.999113,16.359630,0.729383,0.000000
Jewish,F5aA2_1,0.939001,0.999871,15.825849,0.729383,0.000000
Jewish,F5aA3_1,1.622525,0.998500,15.842930,0.729383,0.000000
Jewish,F5bA1_1,0.901823,0.999893,15.776715,0.729383,0.000000
Jewish,F5bA2_1,3.569292,0.964693,16.477257,0.729383,0.000000
